source_id,source_type,title,author_or_body,date_or_year,identifier,canonical_url,archive_or_mirror,rights_status,topics,research_state,notes
SRC-0092,web-page,Cisco Systems Moves Aggressively Into Remote Router/Terminal Server Markets with Four-in-One Product Family,Cisco Systems,1992-05,Cisco contemporary announcement,https://newsroom.cisco.com/c/r/newsroom/en/us/a/y1992/m05/cisco-systems-moves-aggressivelyiinto-remote-router-terminal-server-markets-with-four-in-one-product-family.html,,copyrighted-link-only,"Cisco;terminal server;communications server;remote router;500-CS;ASM-CS",mined,"Contemporary evidence of terminal-server/router role convergence; 500-CS replaces STS-10x and ASM-CS combines high port density with LAN/routing interfaces; structured record exists"
SRC-0093,rfc,Remote Authentication Dial In User Service (RADIUS),"Carl Rigney; Allan C. Rubens; William Allen Simpson; Steve Willens",1997-01,RFC 2058,https://www.rfc-editor.org/rfc/rfc2058.html,,RFC distribution terms,"RADIUS;PortMaster;Network Access Server;modem pools;authentication;authorization",mined,"RFC explicitly says RADIUS was originally developed by Livingston Enterprises for PortMaster; structured source record exists"
SRC-0094,rfc,Remote Authentication Dial In User Service (RADIUS),"Carl Rigney; Allan C. Rubens; William Allen Simpson; Steve Willens",1997-04,RFC 2138,https://www.rfc-editor.org/rfc/rfc2138.html,,RFC distribution terms,"RADIUS;Network Access Server;authentication;authorization;RFC revision",mined,"Formally obsoletes RFC 2058; intermediate revision before RFC 2865; structured source record exists"
SRC-0095,rfc,Remote Authentication Dial In User Service (RADIUS),"Carl Rigney; Steve Willens; Allan C. Rubens; William Allen Simpson",2000-06,RFC 2865,https://www.rfc-editor.org/rfc/rfc2865.html,,RFC distribution terms,"RADIUS;Network Access Server;authentication;authorization;modem pools;attributes",mined,"Obsoletes RFC 2138 and still frames the operational problem around serial-line/modem pools; structured source record exists"
SRC-0096,rfc,RADIUS Accounting,Carl Rigney,2000-06,RFC 2866,https://www.rfc-editor.org/rfc/rfc2866.html,,RFC distribution terms,"RADIUS Accounting;Network Access Server;session records;AAA;accounting",mined,"Accounting sibling branch; session/service records; documents legacy UDP 1646 and assigned 1813; structured source record exists"
SRC-0280,correspondence,[PATCH] Virtual ethernet tunnel,Pavel Emelianov,2007-06-06,<4666CEAA.8010903@openvz.org>,https://lists.openwall.net/netdev/2007/06/06/30,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,"Public proposal with complete driver/header patch. Public discussion is established by this date, not its earliest occurrence. The prose spelling RTM_NRELINK is a typo, not a separate API."
SRC-0281,correspondence,Re: [PATCH] Virtual ethernet tunnel,Patrick McHardy,2007-06-06,<4666D296.2000002@trash.net>,https://lists.openwall.net/netdev/2007/06/06/35,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,"Review of June public proposal. Read as contemporary review, not as the final interface specification."
SRC-0282,correspondence,[PATCH] Virtual ethernet device (v2.1),Pavel Emelianov,2007-07-11,<4694A363.2070406@openvz.org>,https://lists.openwall.net/netdev/2007/07/11/40,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,v2.1 complete patch. The quoted NEWLINK opening supports the API spelling; RTM_NRELINK in the description is a contemporary typo. The changelog does not substitute for the uncollected earlier v2 message.
SRC-0283,correspondence,[PATCH 0/2] Virtual ethernet device (v3),Pavel Emelianov,2007-07-12,<4695F0BF.1000305@openvz.org>,https://lists.openwall.net/netdev/2007/07/12/38,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,v3 cover only; associated subpatches not examined. A complete cover is not a complete patch set. Do not turn this report into verified intermediate-code equivalence.
SRC-0284,correspondence,[PATCH] Virtual ethernet device (v.4),Pavel Emelyanov,2007-07-19,<469F2DE7.9090407@openvz.org>,https://lists.openwall.net/netdev/2007/07/19/45,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,v4 cover only; associated subpatches not examined. No diff is present in this saved cover; the complete v4 implementation and every intermediate interface transition remain outside this evidence slice.
SRC-0285,correspondence,Re: [PATCH] Virtual ethernet device (v.4),David Miller,2007-08-08,<20070808.221827.05602119.davem@davemloft.net>,https://lists.openwall.net/netdev/2007/08/09/24,,copyrighted-link-only,veth;virtual Ethernet;rtnetlink;public patch review,verified,Subsystem acceptance reply. Do not confuse the reply header with the quoted author's August 8 14:42:50 +0400 message. The exact subsystem object is not identified in this reply.
